reading, timestamp, unit, weighting
70.1, 2026-04-15T10:53:32.268Z, dB, A
69.4, 2026-04-15T10:53:32.789Z, dB, A
69.6, 2026-04-15T10:53:33.309Z, dB, A
67.4, 2026-04-15T10:53:33.828Z, dB, A
67.3, 2026-04-15T10:53:34.340Z, dB, A
66.9, 2026-04-15T10:53:34.852Z, dB, A
62, 2026-04-15T10:53:35.365Z, dB, A
61.2, 2026-04-15T10:53:35.884Z, dB, A
59.6, 2026-04-15T10:53:36.396Z, dB, A
56, 2026-04-15T10:53:36.908Z, dB, A
61.9, 2026-04-15T10:53:37.420Z, dB, A
55.8, 2026-04-15T10:53:37.932Z, dB, A
60.4, 2026-04-15T10:53:38.444Z, dB, A
61.1, 2026-04-15T10:53:38.956Z, dB, A
61.5, 2026-04-15T10:53:39.468Z, dB, A
62, 2026-04-15T10:53:39.996Z, dB, A
62, 2026-04-15T10:53:40.508Z, dB, A
59.6, 2026-04-15T10:53:41.020Z, dB, A
57.3, 2026-04-15T10:53:41.532Z, dB, A
56.4, 2026-04-15T10:53:42.044Z, dB, A
59.6, 2026-04-15T10:53:42.556Z, dB, A
59.6, 2026-04-15T10:53:43.068Z, dB, A
59.1, 2026-04-15T10:53:43.579Z, dB, A
59.1, 2026-04-15T10:53:43.579Z, dB, A
59.4, 2026-04-15T10:53:44.093Z, dB, A
60.9, 2026-04-15T10:53:44.612Z, dB, A
59.1, 2026-04-15T10:53:45.124Z, dB, A
57.5, 2026-04-15T10:53:45.645Z, dB, A
59, 2026-04-15T10:53:46.165Z, dB, A
60.4, 2026-04-15T10:53:46.685Z, dB, A
60, 2026-04-15T10:53:47.205Z, dB, A
61.8, 2026-04-15T10:53:47.724Z, dB, A
62.7, 2026-04-15T10:53:48.236Z, dB, A
62.9, 2026-04-15T10:53:48.756Z, dB, A
64.5, 2026-04-15T10:53:49.268Z, dB, A
69.4, 2026-04-15T10:53:49.788Z, dB, A
73.1, 2026-04-15T10:53:50.309Z, dB, A
71.8, 2026-04-15T10:53:50.836Z, dB, A
69.6, 2026-04-15T10:53:51.348Z, dB, A
66.7, 2026-04-15T10:53:51.868Z, dB, A
68.2, 2026-04-15T10:53:52.380Z, dB, A
69.5, 2026-04-15T10:53:52.908Z, dB, A
74.1, 2026-04-15T10:53:53.420Z, dB, A
74.3, 2026-04-15T10:53:53.948Z, dB, A
71.5, 2026-04-15T10:53:54.460Z, dB, A
67.5, 2026-04-15T10:53:54.971Z, dB, A
67.5, 2026-04-15T10:53:55.484Z, dB, A
64.7, 2026-04-15T10:53:55.996Z, dB, A
62.2, 2026-04-15T10:53:56.508Z, dB, A
62.8, 2026-04-15T10:53:57.020Z, dB, A
62.8, 2026-04-15T10:53:57.532Z, dB, A
64.7, 2026-04-15T10:53:58.044Z, dB, A
65.5, 2026-04-15T10:53:58.557Z, dB, A
64.2, 2026-04-15T10:53:59.068Z, dB, A
63.9, 2026-04-15T10:53:59.579Z, dB, A
63.9, 2026-04-15T10:53:59.579Z, dB, A
63.8, 2026-04-15T10:54:00.092Z, dB, A
64.7, 2026-04-15T10:54:00.612Z, dB, A
64.7, 2026-04-15T10:54:01.125Z, dB, A
64.6, 2026-04-15T10:54:01.644Z, dB, A
64.5, 2026-04-15T10:54:02.157Z, dB, A
63.4, 2026-04-15T10:54:02.676Z, dB, A
63.3, 2026-04-15T10:54:03.196Z, dB, A
62.6, 2026-04-15T10:54:03.724Z, dB, A
62.6, 2026-04-15T10:54:04.235Z, dB, A
62.3, 2026-04-15T10:54:04.748Z, dB, A
59, 2026-04-15T10:54:05.260Z, dB, A
58.4, 2026-04-15T10:54:05.772Z, dB, A
60.6, 2026-04-15T10:54:06.284Z, dB, A
58.1, 2026-04-15T10:54:06.797Z, dB, A
59.4, 2026-04-15T10:54:07.317Z, dB, A
55.7, 2026-04-15T10:54:07.836Z, dB, A
57.3, 2026-04-15T10:54:08.356Z, dB, A
57.3, 2026-04-15T10:54:08.875Z, dB, A
58.5, 2026-04-15T10:54:09.388Z, dB, A
57.8, 2026-04-15T10:54:09.908Z, dB, A
64.3, 2026-04-15T10:54:10.420Z, dB, A
64.3, 2026-04-15T10:54:10.940Z, dB, A
64, 2026-04-15T10:54:11.452Z, dB, A
63.7, 2026-04-15T10:54:11.972Z, dB, A
64.1, 2026-04-15T10:54:12.484Z, dB, A
64.2, 2026-04-15T10:54:12.996Z, dB, A
62.2, 2026-04-15T10:54:13.508Z, dB, A
63.5, 2026-04-15T10:54:14.028Z, dB, A
64.2, 2026-04-15T10:54:14.540Z, dB, A
64.1, 2026-04-15T10:54:15.052Z, dB, A
61, 2026-04-15T10:54:15.564Z, dB, A
63, 2026-04-15T10:54:16.076Z, dB, A
61.2, 2026-04-15T10:54:16.588Z, dB, A
61.2, 2026-04-15T10:54:16.588Z, dB, A
63, 2026-04-15T10:54:17.100Z, dB, A
64.9, 2026-04-15T10:54:17.620Z, dB, A
64.4, 2026-04-15T10:54:18.132Z, dB, A
65.8, 2026-04-15T10:54:18.652Z, dB, A
65.9, 2026-04-15T10:54:19.164Z, dB, A
65.7, 2026-04-15T10:54:19.685Z, dB, A
67.3, 2026-04-15T10:54:20.204Z, dB, A
67.6, 2026-04-15T10:54:20.724Z, dB, A
68.1, 2026-04-15T10:54:21.244Z, dB, A
69.8, 2026-04-15T10:54:21.757Z, dB, A
71.3, 2026-04-15T10:54:22.276Z, dB, A
72.7, 2026-04-15T10:54:22.796Z, dB, A
70.8, 2026-04-15T10:54:23.308Z, dB, A
67.3, 2026-04-15T10:54:23.820Z, dB, A
64.5, 2026-04-15T10:54:24.332Z, dB, A
65.6, 2026-04-15T10:54:24.852Z, dB, A
68.4, 2026-04-15T10:54:25.363Z, dB, A
70.1, 2026-04-15T10:54:25.884Z, dB, A
70.5, 2026-04-15T10:54:26.396Z, dB, A
73.2, 2026-04-15T10:54:26.918Z, dB, A
73.4, 2026-04-15T10:54:27.436Z, dB, A
72.3, 2026-04-15T10:54:27.956Z, dB, A
73.3, 2026-04-15T10:54:28.468Z, dB, A
76.7, 2026-04-15T10:54:28.988Z, dB, A
79, 2026-04-15T10:54:29.500Z, dB, A
78.9, 2026-04-15T10:54:30.022Z, dB, A
77.7, 2026-04-15T10:54:30.540Z, dB, A
72.2, 2026-04-15T10:54:31.060Z, dB, A
68.4, 2026-04-15T10:54:31.572Z, dB, A
66.2, 2026-04-15T10:54:32.092Z, dB, A
66.2, 2026-04-15T10:54:32.092Z, dB, A
65.5, 2026-04-15T10:54:32.611Z, dB, A
67.6, 2026-04-15T10:54:33.124Z, dB, A
68.6, 2026-04-15T10:54:33.635Z, dB, A
67.7, 2026-04-15T10:54:34.156Z, dB, A
66.3, 2026-04-15T10:54:34.668Z, dB, A
65.2, 2026-04-15T10:54:35.179Z, dB, A
66.6, 2026-04-15T10:54:35.692Z, dB, A
65.8, 2026-04-15T10:54:36.204Z, dB, A
66.7, 2026-04-15T10:54:36.724Z, dB, A
64.2, 2026-04-15T10:54:37.236Z, dB, A
62.4, 2026-04-15T10:54:37.756Z, dB, A
62, 2026-04-15T10:54:38.268Z, dB, A
64.8, 2026-04-15T10:54:38.779Z, dB, A
68.9, 2026-04-15T10:54:39.292Z, dB, A
68.8, 2026-04-15T10:54:39.804Z, dB, A
67.7, 2026-04-15T10:54:40.325Z, dB, A
68.6, 2026-04-15T10:54:40.844Z, dB, A
68.1, 2026-04-15T10:54:41.356Z, dB, A
69, 2026-04-15T10:54:41.876Z, dB, A
68.2, 2026-04-15T10:54:42.388Z, dB, A
69.8, 2026-04-15T10:54:42.908Z, dB, A
68.5, 2026-04-15T10:54:43.420Z, dB, A
66.9, 2026-04-15T10:54:43.940Z, dB, A
65.2, 2026-04-15T10:54:44.452Z, dB, A
63.8, 2026-04-15T10:54:44.972Z, dB, A
66.4, 2026-04-15T10:54:45.484Z, dB, A
68.5, 2026-04-15T10:54:46.004Z, dB, A
66.9, 2026-04-15T10:54:46.516Z, dB, A
67.9, 2026-04-15T10:54:47.036Z, dB, A
67.5, 2026-04-15T10:54:47.548Z, dB, A
66, 2026-04-15T10:54:48.068Z, dB, A
65.4, 2026-04-15T10:54:48.580Z, dB, A
65.4, 2026-04-15T10:54:48.580Z, dB, A
65.9, 2026-04-15T10:54:49.092Z, dB, A
67, 2026-04-15T10:54:49.612Z, dB, A
68.7, 2026-04-15T10:54:50.124Z, dB, A
68.7, 2026-04-15T10:54:50.636Z, dB, A
69.1, 2026-04-15T10:54:51.156Z, dB, A
69.1, 2026-04-15T10:54:51.668Z, dB, A
67.6, 2026-04-15T10:54:52.180Z, dB, A
66.4, 2026-04-15T10:54:52.692Z, dB, A
67.3, 2026-04-15T10:54:53.205Z, dB, A
68, 2026-04-15T10:54:53.724Z, dB, A
68.8, 2026-04-15T10:54:54.245Z, dB, A
65.8, 2026-04-15T10:54:54.764Z, dB, A
65.3, 2026-04-15T10:54:55.284Z, dB, A
61.4, 2026-04-15T10:54:55.805Z, dB, A
58.7, 2026-04-15T10:54:56.324Z, dB, A
60.5, 2026-04-15T10:54:56.836Z, dB, A
61, 2026-04-15T10:54:57.356Z, dB, A
62.1, 2026-04-15T10:54:57.868Z, dB, A
62.1, 2026-04-15T10:54:58.388Z, dB, A
64.8, 2026-04-15T10:54:58.900Z, dB, A
67.8, 2026-04-15T10:54:59.428Z, dB, A
73.3, 2026-04-15T10:54:59.940Z, dB, A
77.7, 2026-04-15T10:55:00.468Z, dB, A
78.1, 2026-04-15T10:55:00.980Z, dB, A
73, 2026-04-15T10:55:01.508Z, dB, A
71.1, 2026-04-15T10:55:02.020Z, dB, A
70.9, 2026-04-15T10:55:02.540Z, dB, A
67.6, 2026-04-15T10:55:03.052Z, dB, A
65.9, 2026-04-15T10:55:03.572Z, dB, A
65.2, 2026-04-15T10:55:04.083Z, dB, A
65.2, 2026-04-15T10:55:04.083Z, dB, A
67.2, 2026-04-15T10:55:04.604Z, dB, A
66, 2026-04-15T10:55:05.115Z, dB, A
68, 2026-04-15T10:55:05.644Z, dB, A
69.2, 2026-04-15T10:55:06.156Z, dB, A
68.5, 2026-04-15T10:55:06.684Z, dB, A
68.2, 2026-04-15T10:55:07.196Z, dB, A
67.6, 2026-04-15T10:55:07.724Z, dB, A
64.9, 2026-04-15T10:55:08.244Z, dB, A
66.5, 2026-04-15T10:55:08.756Z, dB, A
67.3, 2026-04-15T10:55:09.276Z, dB, A
66.6, 2026-04-15T10:55:09.789Z, dB, A
64, 2026-04-15T10:55:10.308Z, dB, A
64.2, 2026-04-15T10:55:10.820Z, dB, A
62.9, 2026-04-15T10:55:11.340Z, dB, A
64, 2026-04-15T10:55:11.860Z, dB, A
64.8, 2026-04-15T10:55:12.380Z, dB, A
67.4, 2026-04-15T10:55:12.892Z, dB, A
67.6, 2026-04-15T10:55:13.411Z, dB, A
67.7, 2026-04-15T10:55:13.932Z, dB, A
67.7, 2026-04-15T10:55:14.452Z, dB, A
70.1, 2026-04-15T10:55:14.964Z, dB, A
69.5, 2026-04-15T10:55:15.500Z, dB, A
70.8, 2026-04-15T10:55:16.012Z, dB, A
64.2, 2026-04-15T10:55:16.540Z, dB, A
64.7, 2026-04-15T10:55:17.052Z, dB, A
65.4, 2026-04-15T10:55:17.572Z, dB, A
64.8, 2026-04-15T10:55:18.083Z, dB, A
64.8, 2026-04-15T10:55:18.083Z, dB, A
63.9, 2026-04-15T10:55:18.603Z, dB, A
