reading, timestamp, unit, weighting
56.1, 2026-04-14T10:02:02.722Z, dB, A
57.1, 2026-04-14T10:02:03.235Z, dB, A
59.1, 2026-04-14T10:02:03.747Z, dB, A
58.9, 2026-04-14T10:02:04.259Z, dB, A
59.8, 2026-04-14T10:02:04.779Z, dB, A
61.5, 2026-04-14T10:02:05.291Z, dB, A
63.5, 2026-04-14T10:02:05.803Z, dB, A
67.3, 2026-04-14T10:02:06.322Z, dB, A
67.3, 2026-04-14T10:02:06.322Z, dB, A
73, 2026-04-14T10:02:06.834Z, dB, A
77.3, 2026-04-14T10:02:07.347Z, dB, A
70, 2026-04-14T10:02:07.866Z, dB, A
71.8, 2026-04-14T10:02:08.379Z, dB, A
77.1, 2026-04-14T10:02:08.899Z, dB, A
85.1, 2026-04-14T10:02:09.419Z, dB, A
84.2, 2026-04-14T10:02:09.939Z, dB, A
78.4, 2026-04-14T10:02:10.459Z, dB, A
77.2, 2026-04-14T10:02:10.979Z, dB, A
74.1, 2026-04-14T10:02:11.499Z, dB, A
77.9, 2026-04-14T10:02:12.019Z, dB, A
78.4, 2026-04-14T10:02:12.539Z, dB, A
75.2, 2026-04-14T10:02:13.058Z, dB, A
70.3, 2026-04-14T10:02:13.571Z, dB, A
68.6, 2026-04-14T10:02:14.091Z, dB, A
64.5, 2026-04-14T10:02:14.603Z, dB, A
64.6, 2026-04-14T10:02:15.115Z, dB, A
64.2, 2026-04-14T10:02:15.627Z, dB, A
66.8, 2026-04-14T10:02:16.139Z, dB, A
71.2, 2026-04-14T10:02:16.650Z, dB, A
75.5, 2026-04-14T10:02:17.162Z, dB, A
80.6, 2026-04-14T10:02:17.675Z, dB, A
87.6, 2026-04-14T10:02:18.187Z, dB, A
81.3, 2026-04-14T10:02:18.698Z, dB, A
77.7, 2026-04-14T10:02:19.211Z, dB, A
72.2, 2026-04-14T10:02:19.722Z, dB, A
70, 2026-04-14T10:02:20.234Z, dB, A
67.7, 2026-04-14T10:02:20.747Z, dB, A
66.2, 2026-04-14T10:02:21.259Z, dB, A
65, 2026-04-14T10:02:21.771Z, dB, A
63, 2026-04-14T10:02:22.283Z, dB, A
61.4, 2026-04-14T10:02:22.795Z, dB, A
61.5, 2026-04-14T10:02:23.307Z, dB, A
62.4, 2026-04-14T10:02:23.819Z, dB, A
62.4, 2026-04-14T10:02:23.819Z, dB, A
64.8, 2026-04-14T10:02:24.338Z, dB, A
66.5, 2026-04-14T10:02:24.859Z, dB, A
69.3, 2026-04-14T10:02:25.370Z, dB, A
75.5, 2026-04-14T10:02:25.890Z, dB, A
82.4, 2026-04-14T10:02:26.404Z, dB, A
81.2, 2026-04-14T10:02:26.931Z, dB, A
75, 2026-04-14T10:02:27.443Z, dB, A
80.6, 2026-04-14T10:02:27.963Z, dB, A
82.7, 2026-04-14T10:02:28.483Z, dB, A
74.4, 2026-04-14T10:02:29.003Z, dB, A
72.3, 2026-04-14T10:02:29.515Z, dB, A
71.8, 2026-04-14T10:02:30.027Z, dB, A
71.4, 2026-04-14T10:02:30.539Z, dB, A
73.2, 2026-04-14T10:02:31.059Z, dB, A
74.3, 2026-04-14T10:02:31.579Z, dB, A
75.7, 2026-04-14T10:02:32.107Z, dB, A
75.4, 2026-04-14T10:02:32.627Z, dB, A
75.6, 2026-04-14T10:02:33.147Z, dB, A
72.7, 2026-04-14T10:02:33.659Z, dB, A
76.6, 2026-04-14T10:02:34.171Z, dB, A
81, 2026-04-14T10:02:34.682Z, dB, A
83.6, 2026-04-14T10:02:35.195Z, dB, A
87.1, 2026-04-14T10:02:35.707Z, dB, A
89.5, 2026-04-14T10:02:36.220Z, dB, A
84.9, 2026-04-14T10:02:36.739Z, dB, A
80.6, 2026-04-14T10:02:37.250Z, dB, A
83.1, 2026-04-14T10:02:37.762Z, dB, A
86.9, 2026-04-14T10:02:38.275Z, dB, A
88.6, 2026-04-14T10:02:38.787Z, dB, A
81.8, 2026-04-14T10:02:39.307Z, dB, A
79, 2026-04-14T10:02:39.819Z, dB, A
79, 2026-04-14T10:02:39.819Z, dB, A
78.1, 2026-04-14T10:02:40.338Z, dB, A
77.3, 2026-04-14T10:02:40.859Z, dB, A
75.7, 2026-04-14T10:02:41.370Z, dB, A
76.1, 2026-04-14T10:02:41.891Z, dB, A
75.2, 2026-04-14T10:02:42.411Z, dB, A
73.2, 2026-04-14T10:02:42.931Z, dB, A
71.9, 2026-04-14T10:02:43.443Z, dB, A
78.6, 2026-04-14T10:02:43.963Z, dB, A
80.8, 2026-04-14T10:02:44.474Z, dB, A
76.5, 2026-04-14T10:02:44.987Z, dB, A
73.5, 2026-04-14T10:02:45.498Z, dB, A
69.9, 2026-04-14T10:02:46.011Z, dB, A
69.8, 2026-04-14T10:02:46.531Z, dB, A
70.1, 2026-04-14T10:02:47.042Z, dB, A
73.7, 2026-04-14T10:02:47.555Z, dB, A
77.9, 2026-04-14T10:02:48.075Z, dB, A
77.5, 2026-04-14T10:02:48.586Z, dB, A
77.5, 2026-04-14T10:02:49.115Z, dB, A
79.6, 2026-04-14T10:02:49.627Z, dB, A
80.2, 2026-04-14T10:02:50.147Z, dB, A
79.3, 2026-04-14T10:02:50.659Z, dB, A
78, 2026-04-14T10:02:51.178Z, dB, A
76.1, 2026-04-14T10:02:51.691Z, dB, A
74.2, 2026-04-14T10:02:52.203Z, dB, A
71.6, 2026-04-14T10:02:52.714Z, dB, A
69.9, 2026-04-14T10:02:53.226Z, dB, A
67.6, 2026-04-14T10:02:53.739Z, dB, A
67, 2026-04-14T10:02:54.250Z, dB, A
66.3, 2026-04-14T10:02:54.762Z, dB, A
67.1, 2026-04-14T10:02:55.275Z, dB, A
70.5, 2026-04-14T10:02:55.787Z, dB, A
74.4, 2026-04-14T10:02:56.299Z, dB, A
77.2, 2026-04-14T10:02:56.811Z, dB, A
76.1, 2026-04-14T10:02:57.323Z, dB, A
69.1, 2026-04-14T10:02:57.834Z, dB, A
69.1, 2026-04-14T10:02:57.834Z, dB, A
65.7, 2026-04-14T10:02:58.347Z, dB, A
63.4, 2026-04-14T10:02:58.866Z, dB, A
62.8, 2026-04-14T10:02:59.387Z, dB, A
62.2, 2026-04-14T10:02:59.908Z, dB, A
64.3, 2026-04-14T10:03:00.426Z, dB, A
65.6, 2026-04-14T10:03:00.938Z, dB, A
67.8, 2026-04-14T10:03:01.451Z, dB, A
68, 2026-04-14T10:03:01.963Z, dB, A
67.2, 2026-04-14T10:03:02.475Z, dB, A
67.2, 2026-04-14T10:03:02.995Z, dB, A
67.9, 2026-04-14T10:03:03.506Z, dB, A
68.5, 2026-04-14T10:03:04.019Z, dB, A
70.8, 2026-04-14T10:03:04.531Z, dB, A
72.4, 2026-04-14T10:03:05.051Z, dB, A
72.9, 2026-04-14T10:03:05.571Z, dB, A
72.1, 2026-04-14T10:03:06.082Z, dB, A
72.4, 2026-04-14T10:03:06.595Z, dB, A
76.1, 2026-04-14T10:03:07.115Z, dB, A
74.9, 2026-04-14T10:03:07.634Z, dB, A
81.5, 2026-04-14T10:03:08.155Z, dB, A
84.2, 2026-04-14T10:03:08.667Z, dB, A
86.2, 2026-04-14T10:03:09.187Z, dB, A
87, 2026-04-14T10:03:09.699Z, dB, A
84.1, 2026-04-14T10:03:10.219Z, dB, A
82.6, 2026-04-14T10:03:10.731Z, dB, A
83.7, 2026-04-14T10:03:11.250Z, dB, A
82.3, 2026-04-14T10:03:11.762Z, dB, A
79.5, 2026-04-14T10:03:12.282Z, dB, A
78.3, 2026-04-14T10:03:12.795Z, dB, A
75.7, 2026-04-14T10:03:13.306Z, dB, A
75.1, 2026-04-14T10:03:13.819Z, dB, A
75.1, 2026-04-14T10:03:13.819Z, dB, A
73.8, 2026-04-14T10:03:14.331Z, dB, A
74.2, 2026-04-14T10:03:14.842Z, dB, A
77.8, 2026-04-14T10:03:15.354Z, dB, A
79.4, 2026-04-14T10:03:15.875Z, dB, A
82.2, 2026-04-14T10:03:16.399Z, dB, A
81.2, 2026-04-14T10:03:16.914Z, dB, A
84.2, 2026-04-14T10:03:17.427Z, dB, A
86.3, 2026-04-14T10:03:17.947Z, dB, A
87.5, 2026-04-14T10:03:18.459Z, dB, A
81.6, 2026-04-14T10:03:18.978Z, dB, A
81.8, 2026-04-14T10:03:19.491Z, dB, A
80.4, 2026-04-14T10:03:20.011Z, dB, A
80.2, 2026-04-14T10:03:20.531Z, dB, A
79.4, 2026-04-14T10:03:21.051Z, dB, A
84.7, 2026-04-14T10:03:21.571Z, dB, A
78.1, 2026-04-14T10:03:22.091Z, dB, A
75.4, 2026-04-14T10:03:22.611Z, dB, A
73.8, 2026-04-14T10:03:23.130Z, dB, A
72.2, 2026-04-14T10:03:23.643Z, dB, A
73.2, 2026-04-14T10:03:24.163Z, dB, A
75.3, 2026-04-14T10:03:24.674Z, dB, A
75.1, 2026-04-14T10:03:25.195Z, dB, A
72.4, 2026-04-14T10:03:25.707Z, dB, A
73.1, 2026-04-14T10:03:26.235Z, dB, A
73.6, 2026-04-14T10:03:26.747Z, dB, A
73.7, 2026-04-14T10:03:27.266Z, dB, A
74, 2026-04-14T10:03:27.778Z, dB, A
75.7, 2026-04-14T10:03:28.299Z, dB, A
81.2, 2026-04-14T10:03:28.811Z, dB, A
78.2, 2026-04-14T10:03:29.339Z, dB, A
78.2, 2026-04-14T10:03:29.339Z, dB, A
82.1, 2026-04-14T10:03:29.851Z, dB, A
80.3, 2026-04-14T10:03:30.362Z, dB, A
85.3, 2026-04-14T10:03:30.874Z, dB, A
87, 2026-04-14T10:03:31.387Z, dB, A
84.6, 2026-04-14T10:03:31.915Z, dB, A
82.4, 2026-04-14T10:03:32.427Z, dB, A
73.1, 2026-04-14T10:03:32.939Z, dB, A
71.6, 2026-04-14T10:03:33.460Z, dB, A
69.6, 2026-04-14T10:03:33.979Z, dB, A
68.1, 2026-04-14T10:03:34.499Z, dB, A
65.9, 2026-04-14T10:03:35.019Z, dB, A
65.4, 2026-04-14T10:03:35.540Z, dB, A
63.5, 2026-04-14T10:03:36.058Z, dB, A
65.2, 2026-04-14T10:03:36.571Z, dB, A
67.9, 2026-04-14T10:03:37.091Z, dB, A
74.4, 2026-04-14T10:03:37.602Z, dB, A
80.4, 2026-04-14T10:03:38.123Z, dB, A
76.4, 2026-04-14T10:03:38.635Z, dB, A
70.9, 2026-04-14T10:03:39.155Z, dB, A
67.9, 2026-04-14T10:03:39.667Z, dB, A
66.3, 2026-04-14T10:03:40.186Z, dB, A
67.5, 2026-04-14T10:03:40.698Z, dB, A
68.3, 2026-04-14T10:03:41.226Z, dB, A
71.2, 2026-04-14T10:03:41.739Z, dB, A
76.3, 2026-04-14T10:03:42.259Z, dB, A
76.3, 2026-04-14T10:03:42.771Z, dB, A
75.9, 2026-04-14T10:03:43.291Z, dB, A
75.7, 2026-04-14T10:03:43.802Z, dB, A
73.7, 2026-04-14T10:03:44.323Z, dB, A
73.7, 2026-04-14T10:03:44.323Z, dB, A
74.1, 2026-04-14T10:03:44.842Z, dB, A
77.3, 2026-04-14T10:03:45.362Z, dB, A
77.3, 2026-04-14T10:03:45.874Z, dB, A
83.6, 2026-04-14T10:03:46.395Z, dB, A
88.2, 2026-04-14T10:03:46.915Z, dB, A
94.5, 2026-04-14T10:03:47.427Z, dB, A
94.5, 2026-04-14T10:03:47.947Z, dB, A
89.5, 2026-04-14T10:03:48.459Z, dB, A
82.9, 2026-04-14T10:03:48.979Z, dB, A
81.5, 2026-04-14T10:03:49.490Z, dB, A
77.8, 2026-04-14T10:03:50.003Z, dB, A
76.1, 2026-04-14T10:03:50.523Z, dB, A
69.3, 2026-04-14T10:03:51.043Z, dB, A
65.7, 2026-04-14T10:03:51.555Z, dB, A
62.3, 2026-04-14T10:03:52.075Z, dB, A
61.8, 2026-04-14T10:03:52.595Z, dB, A
61.5, 2026-04-14T10:03:53.115Z, dB, A
63.3, 2026-04-14T10:03:53.626Z, dB, A
64.4, 2026-04-14T10:03:54.147Z, dB, A
63.2, 2026-04-14T10:03:54.659Z, dB, A
63.4, 2026-04-14T10:03:55.178Z, dB, A
60.4, 2026-04-14T10:03:55.691Z, dB, A
60.1, 2026-04-14T10:03:56.211Z, dB, A
58.4, 2026-04-14T10:03:56.723Z, dB, A
57.5, 2026-04-14T10:03:57.251Z, dB, A
58.2, 2026-04-14T10:03:57.763Z, dB, A
57.6, 2026-04-14T10:03:58.291Z, dB, A
60.4, 2026-04-14T10:03:58.803Z, dB, A
62, 2026-04-14T10:03:59.323Z, dB, A
62, 2026-04-14T10:03:59.323Z, dB, A
63.3, 2026-04-14T10:03:59.835Z, dB, A
65.7, 2026-04-14T10:04:00.354Z, dB, A
67.7, 2026-04-14T10:04:00.867Z, dB, A
69.3, 2026-04-14T10:04:01.387Z, dB, A
72.7, 2026-04-14T10:04:01.899Z, dB, A
74.3, 2026-04-14T10:04:02.419Z, dB, A
75.1, 2026-04-14T10:04:02.931Z, dB, A
77.4, 2026-04-14T10:04:03.451Z, dB, A
83.9, 2026-04-14T10:04:03.963Z, dB, A
84.3, 2026-04-14T10:04:04.476Z, dB, A
84.4, 2026-04-14T10:04:04.995Z, dB, A
82.4, 2026-04-14T10:04:05.515Z, dB, A
83.7, 2026-04-14T10:04:06.027Z, dB, A
85.4, 2026-04-14T10:04:06.539Z, dB, A
84.1, 2026-04-14T10:04:07.051Z, dB, A
81.6, 2026-04-14T10:04:07.572Z, dB, A
79.9, 2026-04-14T10:04:08.091Z, dB, A
77.3, 2026-04-14T10:04:08.611Z, dB, A
79.9, 2026-04-14T10:04:09.123Z, dB, A
79.3, 2026-04-14T10:04:09.635Z, dB, A
79, 2026-04-14T10:04:10.146Z, dB, A
76.9, 2026-04-14T10:04:10.658Z, dB, A
77.1, 2026-04-14T10:04:11.171Z, dB, A
79, 2026-04-14T10:04:11.699Z, dB, A
79.5, 2026-04-14T10:04:12.210Z, dB, A
80.5, 2026-04-14T10:04:12.731Z, dB, A
80.8, 2026-04-14T10:04:13.242Z, dB, A
77.7, 2026-04-14T10:04:13.763Z, dB, A
78.6, 2026-04-14T10:04:14.275Z, dB, A
78.1, 2026-04-14T10:04:14.795Z, dB, A
77.9, 2026-04-14T10:04:15.306Z, dB, A
77.4, 2026-04-14T10:04:15.827Z, dB, A
77.4, 2026-04-14T10:04:15.827Z, dB, A
79.3, 2026-04-14T10:04:16.346Z, dB, A
80.5, 2026-04-14T10:04:16.867Z, dB, A
76.5, 2026-04-14T10:04:17.388Z, dB, A
76.3, 2026-04-14T10:04:17.915Z, dB, A
72.9, 2026-04-14T10:04:18.427Z, dB, A
70.6, 2026-04-14T10:04:18.947Z, dB, A
69.4, 2026-04-14T10:04:19.459Z, dB, A
67.8, 2026-04-14T10:04:19.995Z, dB, A
66.7, 2026-04-14T10:04:20.507Z, dB, A
67.2, 2026-04-14T10:04:21.035Z, dB, A
70.1, 2026-04-14T10:04:21.555Z, dB, A
75.6, 2026-04-14T10:04:22.067Z, dB, A
77.9, 2026-04-14T10:04:22.579Z, dB, A
74.5, 2026-04-14T10:04:23.099Z, dB, A
68.7, 2026-04-14T10:04:23.611Z, dB, A
66.1, 2026-04-14T10:04:24.130Z, dB, A
61.3, 2026-04-14T10:04:24.643Z, dB, A
60.5, 2026-04-14T10:04:25.163Z, dB, A
60.7, 2026-04-14T10:04:25.683Z, dB, A
62, 2026-04-14T10:04:26.195Z, dB, A
63.7, 2026-04-14T10:04:26.714Z, dB, A
66.4, 2026-04-14T10:04:27.227Z, dB, A
68.8, 2026-04-14T10:04:27.755Z, dB, A
