reading, timestamp, unit, weighting
74.3, 2026-04-16T06:24:05.151Z, dB, A
69.7, 2026-04-16T06:24:05.663Z, dB, A
70.3, 2026-04-16T06:24:06.175Z, dB, A
71.9, 2026-04-16T06:24:06.687Z, dB, A
69.5, 2026-04-16T06:24:07.199Z, dB, A
67.4, 2026-04-16T06:24:07.710Z, dB, A
68.9, 2026-04-16T06:24:08.222Z, dB, A
74.9, 2026-04-16T06:24:08.735Z, dB, A
72.9, 2026-04-16T06:24:09.247Z, dB, A
74.5, 2026-04-16T06:24:09.759Z, dB, A
73.7, 2026-04-16T06:24:10.271Z, dB, A
74.8, 2026-04-16T06:24:10.782Z, dB, A
75.1, 2026-04-16T06:24:11.295Z, dB, A
75.3, 2026-04-16T06:24:11.807Z, dB, A
75.8, 2026-04-16T06:24:12.319Z, dB, A
75.8, 2026-04-16T06:24:12.319Z, dB, A
77.5, 2026-04-16T06:24:12.831Z, dB, A
79, 2026-04-16T06:24:13.343Z, dB, A
76.6, 2026-04-16T06:24:13.863Z, dB, A
75.2, 2026-04-16T06:24:14.383Z, dB, A
73.5, 2026-04-16T06:24:14.895Z, dB, A
72.8, 2026-04-16T06:24:15.407Z, dB, A
73.4, 2026-04-16T06:24:15.919Z, dB, A
71.5, 2026-04-16T06:24:16.431Z, dB, A
71.5, 2026-04-16T06:24:16.943Z, dB, A
73.4, 2026-04-16T06:24:17.463Z, dB, A
74.3, 2026-04-16T06:24:17.976Z, dB, A
75.6, 2026-04-16T06:24:18.495Z, dB, A
77.1, 2026-04-16T06:24:19.007Z, dB, A
77.1, 2026-04-16T06:24:19.527Z, dB, A
73.9, 2026-04-16T06:24:20.039Z, dB, A
69.5, 2026-04-16T06:24:20.559Z, dB, A
63.1, 2026-04-16T06:24:21.071Z, dB, A
71.9, 2026-04-16T06:24:21.591Z, dB, A
72.4, 2026-04-16T06:24:22.103Z, dB, A
73.5, 2026-04-16T06:24:22.631Z, dB, A
75.2, 2026-04-16T06:24:23.143Z, dB, A
68.7, 2026-04-16T06:24:23.655Z, dB, A
71.6, 2026-04-16T06:24:24.167Z, dB, A
65.5, 2026-04-16T06:24:24.679Z, dB, A
67.6, 2026-04-16T06:24:25.191Z, dB, A
62.5, 2026-04-16T06:24:25.703Z, dB, A
59.8, 2026-04-16T06:24:26.223Z, dB, A
73.1, 2026-04-16T06:24:26.735Z, dB, A
69.8, 2026-04-16T06:24:27.247Z, dB, A
73.6, 2026-04-16T06:24:27.759Z, dB, A
75.8, 2026-04-16T06:24:28.271Z, dB, A
72.8, 2026-04-16T06:24:28.783Z, dB, A
67.6, 2026-04-16T06:24:29.295Z, dB, A
66.1, 2026-04-16T06:24:29.807Z, dB, A
76.5, 2026-04-16T06:24:30.319Z, dB, A
76.5, 2026-04-16T06:24:30.319Z, dB, A
