reading,timestamp,unit,weighting
72.0,2026-04-20T10:48:35.452Z,dB,A
70.2,2026-04-20T10:48:35.980Z,dB,A
61.5,2026-04-20T10:48:36.500Z,dB,A
61.6,2026-04-20T10:48:37.020Z,dB,A
65.6,2026-04-20T10:48:37.541Z,dB,A
67.3,2026-04-20T10:48:38.060Z,dB,A
68.9,2026-04-20T10:48:38.580Z,dB,A
71.1,2026-04-20T10:48:39.100Z,dB,A
67.7,2026-04-20T10:48:39.612Z,dB,A
66.7,2026-04-20T10:48:40.132Z,dB,A
65.7,2026-04-20T10:48:40.652Z,dB,A
65.7,2026-04-20T10:48:41.172Z,dB,A
63.8,2026-04-20T10:48:41.700Z,dB,A
65.6,2026-04-20T10:48:42.212Z,dB,A
70.7,2026-04-20T10:48:42.732Z,dB,A
74.1,2026-04-20T10:48:43.252Z,dB,A
72.9,2026-04-20T10:48:43.772Z,dB,A
71.8,2026-04-20T10:48:44.292Z,dB,A
69.5,2026-04-20T10:48:44.812Z,dB,A
67.5,2026-04-20T10:48:45.332Z,dB,A
66.6,2026-04-20T10:48:45.852Z,dB,A
60.9,2026-04-20T10:48:46.372Z,dB,A
59.2,2026-04-20T10:48:46.892Z,dB,A
59.3,2026-04-20T10:48:47.420Z,dB,A
59.1,2026-04-20T10:48:47.940Z,dB,A
58.6,2026-04-20T10:48:48.460Z,dB,A
58.5,2026-04-20T10:48:48.988Z,dB,A
58.0,2026-04-20T10:48:49.508Z,dB,A
59.1,2026-04-20T10:48:50.020Z,dB,A
59.0,2026-04-20T10:48:50.540Z,dB,A
60.1,2026-04-20T10:48:51.060Z,dB,A
60.6,2026-04-20T10:48:51.580Z,dB,A
59.9,2026-04-20T10:48:52.101Z,dB,A
58.6,2026-04-20T10:48:52.621Z,dB,A
56.2,2026-04-20T10:48:53.133Z,dB,A
55.3,2026-04-20T10:48:53.653Z,dB,A
54.4,2026-04-20T10:48:54.173Z,dB,A
52.9,2026-04-20T10:48:54.701Z,dB,A
53.2,2026-04-20T10:48:55.221Z,dB,A
52.8,2026-04-20T10:48:55.733Z,dB,A
54.8,2026-04-20T10:48:56.260Z,dB,A
54.2,2026-04-20T10:48:56.788Z,dB,A
57.3,2026-04-20T10:48:57.308Z,dB,A
53.7,2026-04-20T10:48:57.829Z,dB,A
53.2,2026-04-20T10:48:58.349Z,dB,A
53.6,2026-04-20T10:48:58.876Z,dB,A
51.4,2026-04-20T10:48:59.397Z,dB,A
80.2,2026-04-20T10:48:59.909Z,dB,A
70.7,2026-04-20T10:49:00.429Z,dB,A
51.2,2026-04-20T10:49:00.949Z,dB,A
52.9,2026-04-20T10:49:01.460Z,dB,A
51.3,2026-04-20T10:49:01.981Z,dB,A
50.1,2026-04-20T10:49:02.501Z,dB,A
53.9,2026-04-20T10:49:03.029Z,dB,A
53.1,2026-04-20T10:49:03.549Z,dB,A
51.4,2026-04-20T10:49:04.077Z,dB,A
56.0,2026-04-20T10:49:04.597Z,dB,A
56.0,2026-04-20T10:49:05.109Z,dB,A
52.8,2026-04-20T10:49:05.629Z,dB,A
51.3,2026-04-20T10:49:06.156Z,dB,A
53.6,2026-04-20T10:49:06.677Z,dB,A
56.2,2026-04-20T10:49:07.189Z,dB,A
56.6,2026-04-20T10:49:07.709Z,dB,A
58.2,2026-04-20T10:49:08.229Z,dB,A
68.6,2026-04-20T10:49:08.757Z,dB,A
59.0,2026-04-20T10:49:09.276Z,dB,A
67.3,2026-04-20T10:49:09.804Z,dB,A
67.0,2026-04-20T10:49:10.325Z,dB,A
59.9,2026-04-20T10:49:10.837Z,dB,A
59.9,2026-04-20T10:49:11.357Z,dB,A
80.5,2026-04-20T10:49:11.877Z,dB,A
75.3,2026-04-20T10:49:12.397Z,dB,A
69.0,2026-04-20T10:49:12.925Z,dB,A
70.0,2026-04-20T10:49:13.445Z,dB,A
70.2,2026-04-20T10:49:13.973Z,dB,A
67.0,2026-04-20T10:49:14.493Z,dB,A
64.1,2026-04-20T10:49:15.012Z,dB,A
61.1,2026-04-20T10:49:15.533Z,dB,A
70.9,2026-04-20T10:49:16.061Z,dB,A
70.9,2026-04-20T10:49:16.581Z,dB,A
65.4,2026-04-20T10:49:17.108Z,dB,A
63.3,2026-04-20T10:49:17.629Z,dB,A
60.4,2026-04-20T10:49:18.157Z,dB,A
59.7,2026-04-20T10:49:18.677Z,dB,A
60.3,2026-04-20T10:49:19.197Z,dB,A
72.0,2026-04-20T10:49:19.708Z,dB,A
86.3,2026-04-20T10:49:20.229Z,dB,A
83.8,2026-04-20T10:49:20.749Z,dB,A
64.3,2026-04-20T10:49:21.269Z,dB,A
73.9,2026-04-20T10:49:21.781Z,dB,A
87.4,2026-04-20T10:49:22.301Z,dB,A
62.0,2026-04-20T10:49:22.813Z,dB,A
60.0,2026-04-20T10:49:23.333Z,dB,A
59.8,2026-04-20T10:49:23.861Z,dB,A
60.5,2026-04-20T10:49:24.381Z,dB,A
58.5,2026-04-20T10:49:24.909Z,dB,A
57.7,2026-04-20T10:49:25.429Z,dB,A
56.2,2026-04-20T10:49:25.949Z,dB,A
56.6,2026-04-20T10:49:26.460Z,dB,A
57.6,2026-04-20T10:49:26.981Z,dB,A
57.8,2026-04-20T10:49:27.500Z,dB,A
58.1,2026-04-20T10:49:28.013Z,dB,A
58.1,2026-04-20T10:49:28.541Z,dB,A
58.0,2026-04-20T10:49:29.060Z,dB,A
59.4,2026-04-20T10:49:29.581Z,dB,A
60.1,2026-04-20T10:49:30.100Z,dB,A
59.4,2026-04-20T10:49:30.621Z,dB,A
76.0,2026-04-20T10:49:31.149Z,dB,A
61.7,2026-04-20T10:49:31.669Z,dB,A
61.8,2026-04-20T10:49:32.197Z,dB,A
61.8,2026-04-20T10:49:32.717Z,dB,A
63.1,2026-04-20T10:49:33.228Z,dB,A
62.1,2026-04-20T10:49:33.748Z,dB,A
64.7,2026-04-20T10:49:34.260Z,dB,A
76.4,2026-04-20T10:49:34.781Z,dB,A
76.4,2026-04-20T10:49:35.301Z,dB,A
71.8,2026-04-20T10:49:35.828Z,dB,A
74.2,2026-04-20T10:49:36.341Z,dB,A
73.5,2026-04-20T10:49:36.861Z,dB,A
71.0,2026-04-20T10:49:37.381Z,dB,A
72.4,2026-04-20T10:49:37.908Z,dB,A
68.9,2026-04-20T10:49:38.429Z,dB,A
64.6,2026-04-20T10:49:38.956Z,dB,A
61.0,2026-04-20T10:49:39.476Z,dB,A
58.2,2026-04-20T10:49:39.997Z,dB,A
56.1,2026-04-20T10:49:40.524Z,dB,A
57.9,2026-04-20T10:49:41.053Z,dB,A
59.1,2026-04-20T10:49:41.572Z,dB,A
56.9,2026-04-20T10:49:42.093Z,dB,A
54.6,2026-04-20T10:49:42.613Z,dB,A
54.0,2026-04-20T10:49:43.132Z,dB,A
53.2,2026-04-20T10:49:43.661Z,dB,A
52.3,2026-04-20T10:49:44.180Z,dB,A
53.1,2026-04-20T10:49:44.693Z,dB,A
54.6,2026-04-20T10:49:45.213Z,dB,A
54.3,2026-04-20T10:49:45.732Z,dB,A
54.6,2026-04-20T10:49:46.252Z,dB,A
56.7,2026-04-20T10:49:46.780Z,dB,A
52.3,2026-04-20T10:49:47.300Z,dB,A
51.7,2026-04-20T10:49:47.828Z,dB,A
51.9,2026-04-20T10:49:48.341Z,dB,A
52.9,2026-04-20T10:49:48.861Z,dB,A
51.7,2026-04-20T10:49:49.380Z,dB,A
51.7,2026-04-20T10:49:49.901Z,dB,A
52.1,2026-04-20T10:49:50.421Z,dB,A
52.7,2026-04-20T10:49:50.949Z,dB,A
52.6,2026-04-20T10:49:51.460Z,dB,A
51.9,2026-04-20T10:49:51.981Z,dB,A
49.6,2026-04-20T10:49:52.501Z,dB,A
49.9,2026-04-20T10:49:53.013Z,dB,A
49.5,2026-04-20T10:49:53.532Z,dB,A
49.9,2026-04-20T10:49:54.053Z,dB,A
49.3,2026-04-20T10:49:54.565Z,dB,A
51.4,2026-04-20T10:49:55.085Z,dB,A
57.4,2026-04-20T10:49:55.605Z,dB,A
52.0,2026-04-20T10:49:56.125Z,dB,A
52.0,2026-04-20T10:49:56.645Z,dB,A
51.8,2026-04-20T10:49:57.165Z,dB,A
52.3,2026-04-20T10:49:57.693Z,dB,A
55.5,2026-04-20T10:49:58.220Z,dB,A
56.6,2026-04-20T10:49:58.741Z,dB,A
53.3,2026-04-20T10:49:59.268Z,dB,A
50.7,2026-04-20T10:49:59.788Z,dB,A
49.9,2026-04-20T10:50:00.309Z,dB,A
49.9,2026-04-20T10:50:00.820Z,dB,A
55.1,2026-04-20T10:50:01.348Z,dB,A
50.2,2026-04-20T10:50:01.861Z,dB,A
60.5,2026-04-20T10:50:02.381Z,dB,A
51.5,2026-04-20T10:50:02.900Z,dB,A
50.8,2026-04-20T10:50:03.420Z,dB,A
54.1,2026-04-20T10:50:03.941Z,dB,A
54.1,2026-04-20T10:50:04.453Z,dB,A
49.8,2026-04-20T10:50:04.972Z,dB,A
51.8,2026-04-20T10:50:05.493Z,dB,A
51.5,2026-04-20T10:50:06.012Z,dB,A
51.3,2026-04-20T10:50:06.532Z,dB,A
49.2,2026-04-20T10:50:07.060Z,dB,A
51.2,2026-04-20T10:50:07.572Z,dB,A
51.0,2026-04-20T10:50:08.093Z,dB,A
50.8,2026-04-20T10:50:08.612Z,dB,A
51.7,2026-04-20T10:50:09.125Z,dB,A
53.5,2026-04-20T10:50:09.644Z,dB,A
52.6,2026-04-20T10:50:10.156Z,dB,A
52.6,2026-04-20T10:50:10.676Z,dB,A
52.3,2026-04-20T10:50:11.197Z,dB,A
57.5,2026-04-20T10:50:11.724Z,dB,A
57.7,2026-04-20T10:50:12.244Z,dB,A
51.9,2026-04-20T10:50:12.765Z,dB,A
51.7,2026-04-20T10:50:13.284Z,dB,A
53.4,2026-04-20T10:50:13.797Z,dB,A
51.4,2026-04-20T10:50:14.317Z,dB,A
51.9,2026-04-20T10:50:14.836Z,dB,A
51.3,2026-04-20T10:50:15.357Z,dB,A
51.5,2026-04-20T10:50:15.868Z,dB,A
51.4,2026-04-20T10:50:16.389Z,dB,A
51.4,2026-04-20T10:50:16.908Z,dB,A
53.2,2026-04-20T10:50:17.421Z,dB,A
54.5,2026-04-20T10:50:17.941Z,dB,A
51.3,2026-04-20T10:50:18.461Z,dB,A
51.3,2026-04-20T10:50:18.988Z,dB,A
53.9,2026-04-20T10:50:19.508Z,dB,A
52.8,2026-04-20T10:50:20.037Z,dB,A
53.1,2026-04-20T10:50:20.557Z,dB,A
52.9,2026-04-20T10:50:21.069Z,dB,A
52.9,2026-04-20T10:50:21.588Z,dB,A
50.6,2026-04-20T10:50:22.108Z,dB,A
50.4,2026-04-20T10:50:22.621Z,dB,A
51.7,2026-04-20T10:50:23.140Z,dB,A
51.0,2026-04-20T10:50:23.660Z,dB,A
51.2,2026-04-20T10:50:24.172Z,dB,A
49.7,2026-04-20T10:50:24.691Z,dB,A
60.9,2026-04-20T10:50:25.221Z,dB,A
61.3,2026-04-20T10:50:25.740Z,dB,A
50.5,2026-04-20T10:50:26.260Z,dB,A
52.9,2026-04-20T10:50:26.780Z,dB,A
51.5,2026-04-20T10:50:27.308Z,dB,A
75.7,2026-04-20T10:50:27.820Z,dB,A
56.3,2026-04-20T10:50:28.333Z,dB,A
49.2,2026-04-20T10:50:28.852Z,dB,A
52.6,2026-04-20T10:50:29.381Z,dB,A
72.6,2026-04-20T10:50:29.900Z,dB,A
72.6,2026-04-20T10:50:30.420Z,dB,A
52.6,2026-04-20T10:50:30.932Z,dB,A
50.8,2026-04-20T10:50:31.452Z,dB,A
51.6,2026-04-20T10:50:31.965Z,dB,A
53.7,2026-04-20T10:50:32.484Z,dB,A
56.9,2026-04-20T10:50:33.005Z,dB,A
51.0,2026-04-20T10:50:33.533Z,dB,A
51.0,2026-04-20T10:50:34.052Z,dB,A
51.0,2026-04-20T10:50:34.580Z,dB,A
54.1,2026-04-20T10:50:35.100Z,dB,A
56.7,2026-04-20T10:50:35.621Z,dB,A
55.8,2026-04-20T10:50:36.132Z,dB,A
52.1,2026-04-20T10:50:36.652Z,dB,A
52.4,2026-04-20T10:50:37.173Z,dB,A
52.7,2026-04-20T10:50:37.684Z,dB,A
51.9,2026-04-20T10:50:38.204Z,dB,A
51.5,2026-04-20T10:50:38.725Z,dB,A
51.9,2026-04-20T10:50:39.245Z,dB,A
73.5,2026-04-20T10:50:39.764Z,dB,A
67.8,2026-04-20T10:50:40.285Z,dB,A
53.0,2026-04-20T10:50:40.796Z,dB,A
50.8,2026-04-20T10:50:41.316Z,dB,A
50.4,2026-04-20T10:50:41.836Z,dB,A
50.9,2026-04-20T10:50:42.356Z,dB,A
60.2,2026-04-20T10:50:42.884Z,dB,A
52.4,2026-04-20T10:50:43.397Z,dB,A
51.0,2026-04-20T10:50:43.916Z,dB,A
51.5,2026-04-20T10:50:44.437Z,dB,A
49.3,2026-04-20T10:50:44.949Z,dB,A
48.9,2026-04-20T10:50:45.468Z,dB,A
48.3,2026-04-20T10:50:45.988Z,dB,A
52.3,2026-04-20T10:50:46.508Z,dB,A
52.3,2026-04-20T10:50:47.028Z,dB,A
55.5,2026-04-20T10:50:47.540Z,dB,A
53.6,2026-04-20T10:50:48.060Z,dB,A
