reading, timestamp, unit, weighting
68.4, 2026-04-16T06:50:16.116Z, dB, A
66.2, 2026-04-16T06:50:16.628Z, dB, A
65.8, 2026-04-16T06:50:17.148Z, dB, A
64.6, 2026-04-16T06:50:17.660Z, dB, A
64.2, 2026-04-16T06:50:18.180Z, dB, A
63.2, 2026-04-16T06:50:18.692Z, dB, A
61.7, 2026-04-16T06:50:19.212Z, dB, A
60.7, 2026-04-16T06:50:19.732Z, dB, A
57.8, 2026-04-16T06:50:20.244Z, dB, A
56.6, 2026-04-16T06:50:20.764Z, dB, A
56.3, 2026-04-16T06:50:21.276Z, dB, A
56.7, 2026-04-16T06:50:21.795Z, dB, A
54.9, 2026-04-16T06:50:22.308Z, dB, A
56.2, 2026-04-16T06:50:22.828Z, dB, A
53.6, 2026-04-16T06:50:23.341Z, dB, A
53.6, 2026-04-16T06:50:23.341Z, dB, A
53.7, 2026-04-16T06:50:23.861Z, dB, A
54.3, 2026-04-16T06:50:24.380Z, dB, A
54.3, 2026-04-16T06:50:24.900Z, dB, A
53.8, 2026-04-16T06:50:25.420Z, dB, A
51.8, 2026-04-16T06:50:25.940Z, dB, A
54.3, 2026-04-16T06:50:26.452Z, dB, A
67.4, 2026-04-16T06:50:26.972Z, dB, A
60.7, 2026-04-16T06:50:27.484Z, dB, A
61.4, 2026-04-16T06:50:28.004Z, dB, A
61.8, 2026-04-16T06:50:28.517Z, dB, A
56, 2026-04-16T06:50:29.036Z, dB, A
54.7, 2026-04-16T06:50:29.548Z, dB, A
52.5, 2026-04-16T06:50:30.068Z, dB, A
50.6, 2026-04-16T06:50:30.580Z, dB, A
54.7, 2026-04-16T06:50:31.100Z, dB, A
51.2, 2026-04-16T06:50:31.611Z, dB, A
53.4, 2026-04-16T06:50:32.132Z, dB, A
51.2, 2026-04-16T06:50:32.644Z, dB, A
49.4, 2026-04-16T06:50:33.172Z, dB, A
51.2, 2026-04-16T06:50:33.691Z, dB, A
52.2, 2026-04-16T06:50:34.212Z, dB, A
52.5, 2026-04-16T06:50:34.724Z, dB, A
52.5, 2026-04-16T06:50:35.236Z, dB, A
50.4, 2026-04-16T06:50:35.748Z, dB, A
50.6, 2026-04-16T06:50:36.261Z, dB, A
50.5, 2026-04-16T06:50:36.780Z, dB, A
49.6, 2026-04-16T06:50:37.292Z, dB, A
51.6, 2026-04-16T06:50:37.804Z, dB, A
49.9, 2026-04-16T06:50:38.315Z, dB, A
50.5, 2026-04-16T06:50:38.828Z, dB, A
50.5, 2026-04-16T06:50:38.828Z, dB, A
51.6, 2026-04-16T06:50:39.347Z, dB, A
49.5, 2026-04-16T06:50:39.860Z, dB, A
49.7, 2026-04-16T06:50:40.380Z, dB, A
50.1, 2026-04-16T06:50:40.893Z, dB, A
52.5, 2026-04-16T06:50:41.412Z, dB, A
50.2, 2026-04-16T06:50:41.924Z, dB, A
51.1, 2026-04-16T06:50:42.444Z, dB, A
51.1, 2026-04-16T06:50:42.956Z, dB, A
50.8, 2026-04-16T06:50:43.476Z, dB, A
52.4, 2026-04-16T06:50:43.988Z, dB, A
52.6, 2026-04-16T06:50:44.508Z, dB, A
54.5, 2026-04-16T06:50:45.028Z, dB, A
55.1, 2026-04-16T06:50:45.548Z, dB, A
55.1, 2026-04-16T06:50:46.068Z, dB, A
56.3, 2026-04-16T06:50:46.588Z, dB, A
55.7, 2026-04-16T06:50:47.100Z, dB, A
58.6, 2026-04-16T06:50:47.620Z, dB, A
55.7, 2026-04-16T06:50:48.132Z, dB, A
57.1, 2026-04-16T06:50:48.643Z, dB, A
56.2, 2026-04-16T06:50:49.155Z, dB, A
54.8, 2026-04-16T06:50:49.668Z, dB, A
57.9, 2026-04-16T06:50:50.180Z, dB, A
61.8, 2026-04-16T06:50:50.692Z, dB, A
63, 2026-04-16T06:50:51.204Z, dB, A
63.1, 2026-04-16T06:50:51.716Z, dB, A
62.4, 2026-04-16T06:50:52.228Z, dB, A
62.2, 2026-04-16T06:50:52.740Z, dB, A
62.2, 2026-04-16T06:50:53.252Z, dB, A
63.2, 2026-04-16T06:50:53.764Z, dB, A
64.7, 2026-04-16T06:50:54.276Z, dB, A
67.7, 2026-04-16T06:50:54.788Z, dB, A
69.5, 2026-04-16T06:50:55.300Z, dB, A
73.4, 2026-04-16T06:50:55.812Z, dB, A
72.2, 2026-04-16T06:50:56.324Z, dB, A
72.2, 2026-04-16T06:50:56.324Z, dB, A
68.2, 2026-04-16T06:50:56.845Z, dB, A
64.7, 2026-04-16T06:50:57.364Z, dB, A
65.2, 2026-04-16T06:50:57.883Z, dB, A
66, 2026-04-16T06:50:58.404Z, dB, A
66.1, 2026-04-16T06:50:58.916Z, dB, A
63.3, 2026-04-16T06:50:59.436Z, dB, A
63.5, 2026-04-16T06:50:59.948Z, dB, A
62.7, 2026-04-16T06:51:00.468Z, dB, A
66.8, 2026-04-16T06:51:00.980Z, dB, A
68, 2026-04-16T06:51:01.500Z, dB, A
66.9, 2026-04-16T06:51:02.013Z, dB, A
67.8, 2026-04-16T06:51:02.532Z, dB, A
62.5, 2026-04-16T06:51:03.045Z, dB, A
62, 2026-04-16T06:51:03.564Z, dB, A
65.3, 2026-04-16T06:51:04.084Z, dB, A
67.2, 2026-04-16T06:51:04.604Z, dB, A
67.3, 2026-04-16T06:51:05.116Z, dB, A
67.5, 2026-04-16T06:51:05.628Z, dB, A
62.4, 2026-04-16T06:51:06.140Z, dB, A
64.8, 2026-04-16T06:51:06.652Z, dB, A
64.7, 2026-04-16T06:51:07.164Z, dB, A
63.8, 2026-04-16T06:51:07.676Z, dB, A
64.5, 2026-04-16T06:51:08.187Z, dB, A
62.2, 2026-04-16T06:51:08.700Z, dB, A
58.1, 2026-04-16T06:51:09.220Z, dB, A
58.8, 2026-04-16T06:51:09.732Z, dB, A
65.1, 2026-04-16T06:51:10.244Z, dB, A
66.6, 2026-04-16T06:51:10.756Z, dB, A
66.6, 2026-04-16T06:51:11.268Z, dB, A
65.6, 2026-04-16T06:51:11.780Z, dB, A
63.3, 2026-04-16T06:51:12.292Z, dB, A
61.5, 2026-04-16T06:51:12.803Z, dB, A
