reading, timestamp, unit, weighting
62.8, 2026-04-16T10:26:12.429Z, dB, A
61, 2026-04-16T10:26:12.942Z, dB, A
56.9, 2026-04-16T10:26:13.462Z, dB, A
56.3, 2026-04-16T10:26:13.975Z, dB, A
66.8, 2026-04-16T10:26:14.501Z, dB, A
77, 2026-04-16T10:26:15.022Z, dB, A
77, 2026-04-16T10:26:15.542Z, dB, A
58.3, 2026-04-16T10:26:16.053Z, dB, A
57.6, 2026-04-16T10:26:16.573Z, dB, A
62.1, 2026-04-16T10:26:17.086Z, dB, A
60.2, 2026-04-16T10:26:17.606Z, dB, A
53.8, 2026-04-16T10:26:18.125Z, dB, A
55, 2026-04-16T10:26:18.645Z, dB, A
55.3, 2026-04-16T10:26:19.158Z, dB, A
60.5, 2026-04-16T10:26:19.677Z, dB, A
63.6, 2026-04-16T10:26:20.189Z, dB, A
51.8, 2026-04-16T10:26:20.710Z, dB, A
55.5, 2026-04-16T10:26:21.221Z, dB, A
58.8, 2026-04-16T10:26:21.749Z, dB, A
58.8, 2026-04-16T10:26:22.261Z, dB, A
62.9, 2026-04-16T10:26:22.781Z, dB, A
61.7, 2026-04-16T10:26:23.293Z, dB, A
61.7, 2026-04-16T10:26:23.813Z, dB, A
59.1, 2026-04-16T10:26:24.325Z, dB, A
60.2, 2026-04-16T10:26:24.853Z, dB, A
59.9, 2026-04-16T10:26:25.365Z, dB, A
59.3, 2026-04-16T10:26:25.877Z, dB, A
66.9, 2026-04-16T10:26:26.389Z, dB, A
66.9, 2026-04-16T10:26:26.389Z, dB, A
62.2, 2026-04-16T10:26:26.901Z, dB, A
63.7, 2026-04-16T10:26:27.414Z, dB, A
64.1, 2026-04-16T10:26:27.925Z, dB, A
63.3, 2026-04-16T10:26:28.438Z, dB, A
60.6, 2026-04-16T10:26:28.957Z, dB, A
58.8, 2026-04-16T10:26:29.478Z, dB, A
56.5, 2026-04-16T10:26:29.990Z, dB, A
76.7, 2026-04-16T10:26:30.511Z, dB, A
71.9, 2026-04-16T10:26:31.029Z, dB, A
63.5, 2026-04-16T10:26:31.549Z, dB, A
63.1, 2026-04-16T10:26:32.061Z, dB, A
63.3, 2026-04-16T10:26:32.581Z, dB, A
63.3, 2026-04-16T10:26:33.093Z, dB, A
62.4, 2026-04-16T10:26:33.613Z, dB, A
62.5, 2026-04-16T10:26:34.126Z, dB, A
66.7, 2026-04-16T10:26:34.645Z, dB, A
75.1, 2026-04-16T10:26:35.157Z, dB, A
76.9, 2026-04-16T10:26:35.677Z, dB, A
69.1, 2026-04-16T10:26:36.190Z, dB, A
70.7, 2026-04-16T10:26:36.711Z, dB, A
75.7, 2026-04-16T10:26:37.230Z, dB, A
77.5, 2026-04-16T10:26:37.749Z, dB, A
78.7, 2026-04-16T10:26:38.261Z, dB, A
73.6, 2026-04-16T10:26:38.781Z, dB, A
70.5, 2026-04-16T10:26:39.293Z, dB, A
75.8, 2026-04-16T10:26:39.813Z, dB, A
79.6, 2026-04-16T10:26:40.325Z, dB, A
79, 2026-04-16T10:26:40.845Z, dB, A
77.1, 2026-04-16T10:26:41.357Z, dB, A
75.5, 2026-04-16T10:26:41.877Z, dB, A
74.9, 2026-04-16T10:26:42.390Z, dB, A
74.9, 2026-04-16T10:26:42.390Z, dB, A
73.3, 2026-04-16T10:26:42.917Z, dB, A
71.8, 2026-04-16T10:26:43.429Z, dB, A
74.3, 2026-04-16T10:26:43.949Z, dB, A
75, 2026-04-16T10:26:44.470Z, dB, A
74.4, 2026-04-16T10:26:44.990Z, dB, A
