reading,timestamp,unit,weighting
72.0,2026-04-20T10:32:48.395Z,dB,A
73.0,2026-04-20T10:32:48.923Z,dB,A
72.7,2026-04-20T10:32:49.443Z,dB,A
73.3,2026-04-20T10:32:49.963Z,dB,A
71.7,2026-04-20T10:32:50.491Z,dB,A
71.7,2026-04-20T10:32:51.011Z,dB,A
71.6,2026-04-20T10:32:51.531Z,dB,A
72.5,2026-04-20T10:32:52.051Z,dB,A
72.7,2026-04-20T10:32:52.571Z,dB,A
72.5,2026-04-20T10:32:53.091Z,dB,A
74.2,2026-04-20T10:32:53.619Z,dB,A
75.1,2026-04-20T10:32:54.139Z,dB,A
75.6,2026-04-20T10:32:54.659Z,dB,A
75.9,2026-04-20T10:32:55.178Z,dB,A
76.3,2026-04-20T10:32:55.699Z,dB,A
77.1,2026-04-20T10:32:56.219Z,dB,A
75.6,2026-04-20T10:32:56.739Z,dB,A
74.2,2026-04-20T10:32:57.259Z,dB,A
74.8,2026-04-20T10:32:57.771Z,dB,A
74.9,2026-04-20T10:32:58.291Z,dB,A
74.9,2026-04-20T10:32:58.811Z,dB,A
76.4,2026-04-20T10:32:59.331Z,dB,A
77.2,2026-04-20T10:32:59.851Z,dB,A
75.7,2026-04-20T10:33:00.371Z,dB,A
74.1,2026-04-20T10:33:00.883Z,dB,A
72.8,2026-04-20T10:33:01.411Z,dB,A
73.2,2026-04-20T10:33:01.931Z,dB,A
74.3,2026-04-20T10:33:02.451Z,dB,A
75.1,2026-04-20T10:33:02.971Z,dB,A
75.9,2026-04-20T10:33:03.491Z,dB,A
77.8,2026-04-20T10:33:04.011Z,dB,A
77.2,2026-04-20T10:33:04.531Z,dB,A
75.9,2026-04-20T10:33:05.051Z,dB,A
75.2,2026-04-20T10:33:05.571Z,dB,A
74.8,2026-04-20T10:33:06.091Z,dB,A
72.7,2026-04-20T10:33:06.610Z,dB,A
76.2,2026-04-20T10:33:07.131Z,dB,A
74.9,2026-04-20T10:33:07.651Z,dB,A
71.1,2026-04-20T10:33:08.179Z,dB,A
69.8,2026-04-20T10:33:08.699Z,dB,A
72.6,2026-04-20T10:33:09.227Z,dB,A
74.7,2026-04-20T10:33:09.755Z,dB,A
74.0,2026-04-20T10:33:10.275Z,dB,A
74.2,2026-04-20T10:33:10.795Z,dB,A
75.7,2026-04-20T10:33:11.315Z,dB,A
77.3,2026-04-20T10:33:11.835Z,dB,A
76.1,2026-04-20T10:33:12.355Z,dB,A
76.9,2026-04-20T10:33:12.875Z,dB,A
74.0,2026-04-20T10:33:13.395Z,dB,A
76.5,2026-04-20T10:33:13.915Z,dB,A
76.7,2026-04-20T10:33:14.443Z,dB,A
78.6,2026-04-20T10:33:14.963Z,dB,A
80.4,2026-04-20T10:33:15.483Z,dB,A
77.3,2026-04-20T10:33:15.995Z,dB,A
74.2,2026-04-20T10:33:16.523Z,dB,A
75.7,2026-04-20T10:33:17.043Z,dB,A
75.6,2026-04-20T10:33:17.563Z,dB,A
72.5,2026-04-20T10:33:18.083Z,dB,A
72.4,2026-04-20T10:33:18.603Z,dB,A
71.5,2026-04-20T10:33:19.123Z,dB,A
72.4,2026-04-20T10:33:19.643Z,dB,A
72.8,2026-04-20T10:33:20.163Z,dB,A
73.3,2026-04-20T10:33:20.683Z,dB,A
77.0,2026-04-20T10:33:21.203Z,dB,A
83.1,2026-04-20T10:33:21.722Z,dB,A
85.2,2026-04-20T10:33:22.243Z,dB,A
85.2,2026-04-20T10:33:22.763Z,dB,A
85.8,2026-04-20T10:33:23.283Z,dB,A
86.7,2026-04-20T10:33:23.803Z,dB,A
78.9,2026-04-20T10:33:24.323Z,dB,A
78.7,2026-04-20T10:33:24.843Z,dB,A
76.9,2026-04-20T10:33:25.363Z,dB,A
75.3,2026-04-20T10:33:25.882Z,dB,A
74.6,2026-04-20T10:33:26.403Z,dB,A
76.6,2026-04-20T10:33:26.915Z,dB,A
77.9,2026-04-20T10:33:27.443Z,dB,A
77.4,2026-04-20T10:33:27.963Z,dB,A
76.0,2026-04-20T10:33:28.483Z,dB,A
74.8,2026-04-20T10:33:29.003Z,dB,A
75.2,2026-04-20T10:33:29.523Z,dB,A
75.6,2026-04-20T10:33:30.052Z,dB,A
75.1,2026-04-20T10:33:30.579Z,dB,A
73.5,2026-04-20T10:33:31.091Z,dB,A
72.5,2026-04-20T10:33:31.619Z,dB,A
71.6,2026-04-20T10:33:32.131Z,dB,A
72.6,2026-04-20T10:33:32.651Z,dB,A
74.6,2026-04-20T10:33:33.178Z,dB,A
75.5,2026-04-20T10:33:33.699Z,dB,A
75.1,2026-04-20T10:33:34.218Z,dB,A
74.4,2026-04-20T10:33:34.747Z,dB,A
74.5,2026-04-20T10:33:35.275Z,dB,A
75.5,2026-04-20T10:33:35.787Z,dB,A
75.7,2026-04-20T10:33:36.307Z,dB,A
73.9,2026-04-20T10:33:36.835Z,dB,A
72.9,2026-04-20T10:33:37.363Z,dB,A
73.5,2026-04-20T10:33:37.891Z,dB,A
73.5,2026-04-20T10:33:38.419Z,dB,A
73.1,2026-04-20T10:33:38.939Z,dB,A
73.8,2026-04-20T10:33:39.459Z,dB,A
73.2,2026-04-20T10:33:39.971Z,dB,A
