reading,timestamp,unit,weighting
86.8,2026-04-20T06:59:00.346Z,dB,A
71.3,2026-04-20T06:59:00.866Z,dB,A
71.3,2026-04-20T06:59:01.386Z,dB,A
69.8,2026-04-20T06:59:01.906Z,dB,A
68.4,2026-04-20T06:59:02.426Z,dB,A
71.0,2026-04-20T06:59:02.946Z,dB,A
71.0,2026-04-20T06:59:03.466Z,dB,A
66.1,2026-04-20T06:59:03.986Z,dB,A
56.8,2026-04-20T06:59:04.514Z,dB,A
58.1,2026-04-20T06:59:05.034Z,dB,A
60.3,2026-04-20T06:59:05.562Z,dB,A
57.7,2026-04-20T06:59:06.082Z,dB,A
58.0,2026-04-20T06:59:06.602Z,dB,A
56.7,2026-04-20T06:59:07.122Z,dB,A
56.2,2026-04-20T06:59:07.650Z,dB,A
62.6,2026-04-20T06:59:08.178Z,dB,A
53.8,2026-04-20T06:59:08.698Z,dB,A
63.6,2026-04-20T06:59:09.226Z,dB,A
62.6,2026-04-20T06:59:09.746Z,dB,A
60.8,2026-04-20T06:59:10.258Z,dB,A
56.6,2026-04-20T06:59:10.778Z,dB,A
57.5,2026-04-20T06:59:11.306Z,dB,A
63.6,2026-04-20T06:59:11.826Z,dB,A
63.1,2026-04-20T06:59:12.338Z,dB,A
64.8,2026-04-20T06:59:12.866Z,dB,A
65.3,2026-04-20T06:59:13.386Z,dB,A
66.8,2026-04-20T06:59:13.906Z,dB,A
63.1,2026-04-20T06:59:14.426Z,dB,A
55.3,2026-04-20T06:59:14.954Z,dB,A
60.3,2026-04-20T06:59:15.474Z,dB,A
59.0,2026-04-20T06:59:15.994Z,dB,A
70.0,2026-04-20T06:59:16.514Z,dB,A
70.5,2026-04-20T06:59:17.033Z,dB,A
65.4,2026-04-20T06:59:17.554Z,dB,A
60.8,2026-04-20T06:59:18.082Z,dB,A
55.3,2026-04-20T06:59:18.602Z,dB,A
55.1,2026-04-20T06:59:19.121Z,dB,A
55.2,2026-04-20T06:59:19.634Z,dB,A
54.9,2026-04-20T06:59:20.161Z,dB,A
59.2,2026-04-20T06:59:20.674Z,dB,A
66.3,2026-04-20T06:59:21.202Z,dB,A
68.1,2026-04-20T06:59:21.722Z,dB,A
68.4,2026-04-20T06:59:22.241Z,dB,A
68.4,2026-04-20T06:59:22.762Z,dB,A
64.7,2026-04-20T06:59:23.283Z,dB,A
65.5,2026-04-20T06:59:23.810Z,dB,A
70.9,2026-04-20T06:59:24.331Z,dB,A
72.9,2026-04-20T06:59:24.858Z,dB,A
72.7,2026-04-20T06:59:25.378Z,dB,A
71.0,2026-04-20T06:59:25.906Z,dB,A
68.8,2026-04-20T06:59:26.434Z,dB,A
66.5,2026-04-20T06:59:26.954Z,dB,A
62.5,2026-04-20T06:59:27.483Z,dB,A
60.8,2026-04-20T06:59:28.003Z,dB,A
59.4,2026-04-20T06:59:28.515Z,dB,A
59.4,2026-04-20T06:59:29.035Z,dB,A
60.4,2026-04-20T06:59:29.562Z,dB,A
60.7,2026-04-20T06:59:30.082Z,dB,A
61.7,2026-04-20T06:59:30.603Z,dB,A
63.8,2026-04-20T06:59:31.130Z,dB,A
64.4,2026-04-20T06:59:31.650Z,dB,A
63.0,2026-04-20T06:59:32.170Z,dB,A
60.0,2026-04-20T06:59:32.682Z,dB,A
64.0,2026-04-20T06:59:33.203Z,dB,A
64.0,2026-04-20T06:59:33.722Z,dB,A
64.6,2026-04-20T06:59:34.242Z,dB,A
61.8,2026-04-20T06:59:34.754Z,dB,A
56.9,2026-04-20T06:59:35.274Z,dB,A
53.7,2026-04-20T06:59:35.802Z,dB,A
53.9,2026-04-20T06:59:36.330Z,dB,A
52.0,2026-04-20T06:59:36.850Z,dB,A
50.5,2026-04-20T06:59:37.362Z,dB,A
48.2,2026-04-20T06:59:37.882Z,dB,A
48.0,2026-04-20T06:59:38.402Z,dB,A
48.5,2026-04-20T06:59:38.922Z,dB,A
49.8,2026-04-20T06:59:39.434Z,dB,A
49.7,2026-04-20T06:59:39.962Z,dB,A
47.5,2026-04-20T06:59:40.490Z,dB,A
48.2,2026-04-20T06:59:41.010Z,dB,A
48.2,2026-04-20T06:59:41.522Z,dB,A
49.9,2026-04-20T06:59:42.043Z,dB,A
51.0,2026-04-20T06:59:42.570Z,dB,A
51.2,2026-04-20T06:59:43.090Z,dB,A
53.6,2026-04-20T06:59:43.602Z,dB,A
56.8,2026-04-20T06:59:44.122Z,dB,A
52.2,2026-04-20T06:59:44.642Z,dB,A
54.6,2026-04-20T06:59:45.162Z,dB,A
54.6,2026-04-20T06:59:45.690Z,dB,A
50.5,2026-04-20T06:59:46.210Z,dB,A
49.5,2026-04-20T06:59:46.738Z,dB,A
48.1,2026-04-20T06:59:47.258Z,dB,A
47.1,2026-04-20T06:59:47.786Z,dB,A
49.0,2026-04-20T06:59:48.314Z,dB,A
52.3,2026-04-20T06:59:48.834Z,dB,A
50.5,2026-04-20T06:59:49.347Z,dB,A
51.0,2026-04-20T06:59:49.866Z,dB,A
