reading,timestamp,unit,weighting
60.2,2026-04-20T06:12:46.134Z,dB,A
62.8,2026-04-20T06:12:46.661Z,dB,A
68.4,2026-04-20T06:12:47.181Z,dB,A
70.2,2026-04-20T06:12:47.693Z,dB,A
70.8,2026-04-20T06:12:48.221Z,dB,A
68.7,2026-04-20T06:12:48.749Z,dB,A
67.1,2026-04-20T06:12:49.270Z,dB,A
63.6,2026-04-20T06:12:49.789Z,dB,A
61.5,2026-04-20T06:12:50.302Z,dB,A
60.7,2026-04-20T06:12:50.822Z,dB,A
59.7,2026-04-20T06:12:51.341Z,dB,A
58.2,2026-04-20T06:12:51.862Z,dB,A
58.8,2026-04-20T06:12:52.381Z,dB,A
57.3,2026-04-20T06:12:52.902Z,dB,A
54.3,2026-04-20T06:12:53.421Z,dB,A
53.3,2026-04-20T06:12:53.941Z,dB,A
53.2,2026-04-20T06:12:54.469Z,dB,A
51.6,2026-04-20T06:12:54.982Z,dB,A
52.8,2026-04-20T06:12:55.509Z,dB,A
55.2,2026-04-20T06:12:56.029Z,dB,A
53.5,2026-04-20T06:12:56.558Z,dB,A
54.5,2026-04-20T06:12:57.070Z,dB,A
55.8,2026-04-20T06:12:57.590Z,dB,A
58.2,2026-04-20T06:12:58.117Z,dB,A
57.2,2026-04-20T06:12:58.638Z,dB,A
59.5,2026-04-20T06:12:59.158Z,dB,A
61.6,2026-04-20T06:12:59.685Z,dB,A
53.1,2026-04-20T06:13:00.197Z,dB,A
59.8,2026-04-20T06:13:00.718Z,dB,A
60.1,2026-04-20T06:13:01.238Z,dB,A
60.5,2026-04-20T06:13:01.758Z,dB,A
60.9,2026-04-20T06:13:02.285Z,dB,A
61.9,2026-04-20T06:13:02.806Z,dB,A
64.1,2026-04-20T06:13:03.326Z,dB,A
64.1,2026-04-20T06:13:03.845Z,dB,A
54.5,2026-04-20T06:13:04.365Z,dB,A
62.8,2026-04-20T06:13:04.885Z,dB,A
62.4,2026-04-20T06:13:05.406Z,dB,A
67.6,2026-04-20T06:13:05.925Z,dB,A
65.6,2026-04-20T06:13:06.446Z,dB,A
58.7,2026-04-20T06:13:06.965Z,dB,A
64.0,2026-04-20T06:13:07.486Z,dB,A
64.8,2026-04-20T06:13:07.998Z,dB,A
61.6,2026-04-20T06:13:08.526Z,dB,A
60.7,2026-04-20T06:13:09.046Z,dB,A
57.8,2026-04-20T06:13:09.565Z,dB,A
55.2,2026-04-20T06:13:10.086Z,dB,A
55.2,2026-04-20T06:13:10.614Z,dB,A
55.2,2026-04-20T06:13:11.134Z,dB,A
60.3,2026-04-20T06:13:11.662Z,dB,A
56.2,2026-04-20T06:13:12.182Z,dB,A
56.5,2026-04-20T06:13:12.701Z,dB,A
53.7,2026-04-20T06:13:13.214Z,dB,A
55.1,2026-04-20T06:13:13.752Z,dB,A
55.9,2026-04-20T06:13:14.271Z,dB,A
58.8,2026-04-20T06:13:14.798Z,dB,A
60.3,2026-04-20T06:13:15.310Z,dB,A
68.3,2026-04-20T06:13:15.837Z,dB,A
58.2,2026-04-20T06:13:16.357Z,dB,A
59.2,2026-04-20T06:13:16.878Z,dB,A
59.2,2026-04-20T06:13:17.398Z,dB,A
57.1,2026-04-20T06:13:17.910Z,dB,A
53.8,2026-04-20T06:13:18.430Z,dB,A
60.4,2026-04-20T06:13:18.949Z,dB,A
59.8,2026-04-20T06:13:19.477Z,dB,A
56.0,2026-04-20T06:13:19.990Z,dB,A
54.2,2026-04-20T06:13:20.509Z,dB,A
55.1,2026-04-20T06:13:21.029Z,dB,A
52.7,2026-04-20T06:13:21.558Z,dB,A
52.6,2026-04-20T06:13:22.078Z,dB,A
52.1,2026-04-20T06:13:22.597Z,dB,A
53.7,2026-04-20T06:13:23.126Z,dB,A
56.0,2026-04-20T06:13:23.646Z,dB,A
58.8,2026-04-20T06:13:24.174Z,dB,A
54.6,2026-04-20T06:13:24.693Z,dB,A
53.8,2026-04-20T06:13:25.214Z,dB,A
56.5,2026-04-20T06:13:25.725Z,dB,A
56.3,2026-04-20T06:13:26.245Z,dB,A
58.7,2026-04-20T06:13:26.774Z,dB,A
